prices.amountMax,prices.amountMin,prices.isAvailable,prices.condition,prices.currency,prices.isSale,prices.merchant,prices.online/offline,prices.shipping,brand,weight,prices.sellcount,prices.average
59.99,59.99,1,1,1,0,0,0,0,0,30,0,0
59.99,59.99,1,1,1,0,0,0,0,0,36,1,0
59.99,59.99,1,1,1,0,0,0,0,0,36,1,0
59.99,59.99,1,1,1,0,0,0,0,0,1,1,0
59.99,59.99,1,1,1,0,0,0,0,0,7.92,0,0
59.99,59.99,1,1,1,0,0,0,0,0,18.6,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.375,1,0
59.99,59.99,1,1,1,0,0,0,0,0,4.96,0,0
59.99,59.99,1,1,1,0,0,0,0,0,1.02,0,0
59.99,59.99,1,1,1,1,1,1,0,0,5.5,0,0
59.99,59.99,1,1,1,1,0,0,0,0,12.5,1,0
59.99,59.99,1,1,1,0,0,0,0,0,4.5,0,0
59.99,59.99,1,1,1,0,0,0,0,0,4.5,0,0
59.99,59.99,1,1,1,0,0,0,0,0,4.5,0,0
59.99,59.99,1,1,1,0,0,0,0,0,3.55,0,0
59.99,59.99,1,1,1,0,1,1,1,0,3.55,0,0
59.99,59.99,1,1,1,0,0,0,0,0,14.3,1,0
59.99,59.99,1,1,1,0,0,1,1,0,14.3,1,0
59.99,59.99,1,1,1,0,0,0,0,0,14.3,0,0
59.99,59.99,1,1,1,0,1,1,1,1,1,1,0
59.99,59.99,1,1,1,0,0,0,0,1,1,0,0
59.99,59.99,1,1,1,0,1,1,0,0,1.8,0,0
59.99,59.99,1,1,1,0,0,1,1,0,0.21875,0,0
59.99,59.99,1,1,1,0,0,0,0,0,9.2,1,0
59.99,59.99,1,1,1,0,0,0,0,1,2.7,0,0
59.99,59.99,1,1,1,0,0,0,0,0,32,1,0
59.99,59.99,1,1,1,0,1,1,0,0,0.1,1,0
59.99,59.99,1,1,1,0,0,0,0,0,1.1,0,0
59.99,59.99,1,1,1,0,0,0,0,0,3.85,1,0
59.99,59.99,1,1,1,0,0,0,0,0,1.9,0,0
59.99,59.99,1,1,1,0,0,0,0,1,0.55,1,0
59.99,59.99,1,1,1,0,0,1,1,1,16,1,0
59.99,59.99,1,1,1,0,0,0,0,1,16,0,0
59.99,59.99,1,1,1,0,0,0,0,0,1.2,0,0
59.99,59.99,1,1,1,0,0,0,0,0,1.2,0,0
59.99,59.99,1,1,1,0,0,0,0,0,1.2,1,0
59.99,59.99,1,1,1,0,1,1,0,0,50,1,0
59.99,59.99,1,1,1,0,0,0,0,0,10.15,1,0
59.99,59.99,1,1,1,0,0,0,0,0,18.85,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.35,0,0
59.99,59.99,1,1,1,1,0,0,0,0,0.1,0,0
59.99,59.99,1,1,1,0,1,1,1,0,82,1,0
59.99,59.99,1,1,1,0,0,0,0,0,22.5,1,0
59.99,59.99,1,1,1,0,0,1,1,0,0.15,0,0
59.99,59.99,1,1,1,0,0,0,0,0,0.15,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.659375,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.62375,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.62375,0,0
59.99,59.99,1,1,1,0,1,1,1,0,0.059375,0,0
59.99,59.99,1,1,1,0,0,0,0,0,5.8,0,0
59.99,59.99,1,1,1,0,0,1,1,0,1.06,1,0
59.99,59.99,1,1,1,0,0,0,0,0,63.5,1,0
59.99,59.99,1,1,1,0,1,1,1,0,63.5,0,0
59.99,59.99,1,1,1,0,1,1,0,0,63.5,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.54,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.54,1,0
59.99,59.99,1,1,1,0,0,1,0,0,4.95,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.5,1,0
59.99,59.99,1,1,1,0,0,1,0,1,0.61875,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.61875,0,0
59.99,59.99,1,1,1,0,0,1,0,0,0.61875,0,0
59.99,59.99,1,2,1,0,0,0,0,1,0.61875,0,0
59.99,59.99,1,1,1,0,0,0,0,0,0.079375,0,0
59.99,59.99,1,1,1,0,0,1,0,0,5.5,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.39375,0,0
59.99,59.99,1,1,1,0,0,1,1,0,2.03,0,0
59.99,59.99,1,1,1,0,0,1,0,1,0.67,1,0
59.99,59.99,1,1,1,0,0,1,0,0,0.45,0,0
59.99,59.99,1,1,1,0,0,1,0,0,0.19375,1,0
59.99,59.99,1,1,1,0,0,0,0,0,3.55,0,0
59.99,59.99,1,1,1,0,0,0,0,0,3.55,1,0
59.99,59.99,1,1,1,0,1,1,0,1,4.94,1,0
59.99,59.99,1,1,1,1,0,0,0,0,5.8,0,0
59.99,59.99,1,1,1,0,0,1,1,0,0.07,0,0
59.99,59.99,1,1,1,0,0,0,0,0,21,0,0
59.99,59.99,1,1,1,0,0,0,0,0,0.082,1,0
59.99,59.99,1,1,1,0,0,1,0,0,0.082,0,0
59.99,59.99,1,1,1,0,0,1,1,0,3.8,0,0
59.99,59.99,1,1,1,0,0,1,0,0,0.23125,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.95,0,0
59.99,59.99,1,1,1,0,0,0,0,0,6.2,0,0
59.99,59.99,1,1,1,0,0,0,0,0,0.675,0,0
59.99,59.99,1,1,1,0,0,1,1,0,0.044375,0,0
59.99,59.99,1,1,1,1,0,0,0,0,4.76,0,0
59.99,59.99,1,1,1,0,0,0,0,0,4.76,0,0
59.99,59.99,1,1,1,0,0,1,0,0,1,0,0
59.99,59.99,1,1,1,0,0,0,0,0,6.5,0,0
59.99,59.99,1,1,1,0,0,0,0,0,92.6,0,0
59.99,59.99,1,1,1,0,1,1,0,0,0.79,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.25,1,0
59.99,59.99,1,1,1,0,0,0,0,0,0.2875,0,0
59.99,59.99,1,1,1,0,1,1,0,0,34,1,0
59.99,59.99,1,1,1,0,0,0,0,0,1,1,0
59.99,59.99,1,1,1,0,0,0,0,0,1,0,0
59.99,59.99,1,1,1,0,0,0,0,0,2.2,0,0
59.99,59.99,1,1,1,0,1,1,0,0,0.23,1,0
59.99,59.99,1,1,1,0,0,0,0,1,82,1,0
59.99,59.99,1,1,1,0,0,0,0,0,5.7,1,0
59.99,59.99,1,1,1,0,0,0,0,0,3.3,1,0
59.99,59.99,1,1,1,0,1,1,0,0,1.1,1,0
59.99,59.99,1,1,1,0,0,0,0,0,1.1,1,0
59.99,59.99,1,1,1,1,0,0,0,0,1.22,0,0
59.99,59.99,1,1,1,0,0,1,1,0,1.22,0,0
59.99,59.99,1,1,1,0,0,1,1,0,0.95,0,0
59.99,59.99,1,1,1,0,1,1,1,0,0.95,1,0
59.99,59.99,1,1,1,0,0,0,0,1,0.619375,1,0
59.99,59.99,1,1,1,0,0,0,0,1,0.758125,0,0
59.99,59.99,1,1,1,0,0,0,0,0,0.758125,0,0
59.99,59.99,1,1,1,0,0,0,0,0,0.53,1,0
59.99,59.99,1,1,1,0,0,0,0,0,63.5,1,0
59.99,59.99,1,1,1,0,0,0,0,0,63.5,1,0
59.99,59.99,1,1,1,0,0,0,0,0,2.91,1,0
59.99,59.99,1,1,1,0,0,0,0,0,2.91,0,0
59.99,59.99,1,1,1,0,0,0,0,0,0.25,1,0
59.99,59.99,1,1,1,1,1,1,0,0,79.8,1,0
59.99,59.99,1,1,1,0,0,0,0,0,79.8,1,0
59.99,59.99,1,1,1,0,1,0,0,0,79.8,0,0
59.99,59.99,1,1,1,0,0,0,0,0,79.8,0,0
59.99,59.99,1,1,1,0,0,0,0,1,4.95,0,0
59.99,59.99,1,1,1,0,1,1,0,0,2,1,0
59.99,59.99,1,1,1,0,0,0,0,0,6.1,1,0
59.99,59.99,1,1,1,0,1,1,0,0,1.65625,0,0
59.99,59.99,1,1,1,1,0,1,0,0,0.25,0,0
59.99,59.99,1,1,1,0,0,1,1,0,0.55,0,0
59.99,59.99,1,1,1,0,0,1,0,0,1.04,1,0
59.99,59.99,1,1,1,0,0,1,0,0,0.2,1,0
59.99,59.99,1,1,1,0,0,0,0,0,1.4,0,0
59.99,59.99,1,1,1,0,0,0,0,0,0.04,1,0
60,60,0,1,1,0,1,1,0,0,6.1,0,0
60,60,1,3,1,0,1,1,0,0,3.45,0,0
60,60,1,1,1,0,1,1,0,0,0.3875,0,0
60,60,1,1,1,0,1,1,0,1,79.8,0,0
60,60,1,1,1,0,0,1,0,0,17.2,1,0
60,60,1,1,1,0,1,1,0,0,0.38,1,0
60,60,1,3,1,0,1,1,1,0,4.5,0,0
60.02,60.02,1,1,1,0,1,1,0,0,4.5,1,0
60.09,60.09,1,1,1,0,0,1,1,0,1.1,1,0
60.09,60.09,1,2,1,0,1,1,0,1,250,0,0
60.13,60.13,0,3,1,1,1,1,0,0,22,0,0
62.99,57.49,1,1,1,1,1,1,1,0,1,0,0
60.4,60.4,1,1,1,0,1,1,1,0,11.2,1,0
60.46,60.46,1,1,1,0,1,1,1,0,0.85,0,0
60.49,60.49,1,1,1,0,1,1,0,0,1.1,1,0
60.51,60.51,1,1,1,0,1,1,0,0,0.45,0,0
60.72,60.72,0,3,1,1,1,1,0,0,2,1,0
60.8,60.8,1,1,1,0,1,1,1,0,3.7,0,0
60.95,60.95,0,1,1,0,0,0,0,0,1.6,1,0
60.95,60.95,1,1,1,0,0,0,0,0,2,0,0
60.99,60.99,0,1,1,1,0,1,0,1,3.35,0,0
60.99,60.99,1,1,1,0,0,0,0,0,0.35,1,0
60.99,60.99,1,1,1,0,0,0,0,0,0.43,0,0
60.99,60.99,1,1,1,0,0,0,0,0,41.9,1,0
60.99,60.99,1,1,1,0,0,0,0,0,22.4,0,0
60.99,60.99,1,1,1,0,0,0,0,0,3.96831875,1,0
60.99,60.99,1,1,1,0,0,0,0,0,0.4375,1,0
60.99,60.99,1,1,1,0,0,0,0,0,0.61875,1,0
60.99,60.99,1,1,1,0,1,1,0,0,0.55,1,0
60.99,60.99,1,1,1,1,0,1,0,0,0.85,0,0
60.99,60.99,1,1,1,0,0,0,0,0,0.75,1,0
63.99,58.49,1,1,1,1,0,1,1,0,1.77,0,0
69.99,52.5,1,1,1,1,1,1,1,0,45.6,0,0
61.43,61.43,0,1,1,0,1,1,0,0,50,0,0
61.44,61.44,0,1,1,0,1,1,0,0,2,0,0
61.48,61.48,0,1,1,0,1,1,0,0,2,0,0
61.48,61.48,0,3,1,1,1,1,0,0,0.0975,0,0
61.53,61.53,1,1,1,0,0,1,1,0,5,0,0
61.55,61.55,0,3,1,1,0,0,0,0,4.8,0,0
61.55,61.55,0,3,1,1,0,1,0,0,0.85,0,0
61.55,61.55,1,1,1,0,0,1,1,0,4.8,1,0
61.61,61.61,1,3,1,0,1,0,0,1,0.55,1,0
61.72,61.72,1,1,1,0,1,1,1,0,5.7,0,0
61.73,61.73,1,1,1,0,0,1,0,0,140,1,0
61.78,61.78,0,1,1,0,0,0,0,0,1.1,1,0
61.83,61.83,1,1,1,0,0,1,0,0,0.9259,0,0
61.84,61.84,1,1,1,0,1,1,0,0,0.4375,0,0
61.85,61.85,0,3,1,1,1,1,0,0,0.71,0,0
61.85,61.85,1,1,1,0,0,1,0,0,1.1,1,0
61.88,61.88,1,1,1,0,1,1,1,0,15.6,0,0
61.9,61.9,1,1,1,0,1,1,1,0,14.7,0,0
61.93,61.93,1,1,1,0,0,1,1,0,7.9,0,0
61.98,61.98,1,1,1,0,0,1,0,0,79.8,0,0
61.99,61.99,0,3,1,1,1,1,1,0,11.7,0,0
61.99,61.99,0,3,1,0,1,1,0,0,2,0,0
61.99,61.99,1,1,1,1,0,0,0,0,1.2,0,0
61.99,61.99,1,1,1,0,1,1,0,0,2,1,0
61.99,61.99,1,1,1,0,0,0,0,0,3.8,1,0
61.99,61.99,1,1,1,0,0,0,0,0,4.8,1,0
61.99,61.99,1,1,1,0,0,0,0,0,14.7,1,0
61.99,61.99,1,1,1,0,0,0,0,0,2.54,0,0
61.99,61.99,1,1,1,0,0,1,0,1,0.659375,1,0
61.99,61.99,1,1,1,0,0,0,0,0,79.8,1,0
61.99,61.99,1,1,1,0,0,0,0,0,0.85,1,0
61.99,61.99,1,1,1,0,0,1,1,0,0.35,0,0
61.99,61.99,1,1,1,0,0,0,0,0,1.4,1,0
61.99,61.99,1,1,1,0,0,1,0,0,0.758125,0,0
61.99,61.99,1,1,1,0,0,1,0,0,17,0,0
62,62,0,1,1,0,0,0,0,0,1,0,0
62,62,0,3,1,1,1,1,0,0,22.5,0,0
62,62,0,1,2,1,1,1,1,1,11,1,0
62.05,62.05,0,3,1,0,1,1,0,0,0.00125,0,0
62.09,62.09,1,1,1,0,0,1,0,0,4.8,1,0
62.28,62.28,0,1,1,0,1,1,0,0,5.07,0,0
62.29,62.29,1,1,1,0,1,1,1,0,2.03,0,0
67.66,56.99,1,1,1,1,0,1,1,0,6.5,0,0
89.99,34.95,1,1,1,1,1,1,1,0,0.00125,1,0
69.99,54.99,1,1,1,1,0,1,1,0,79.8,0,0
62.49,62.49,1,1,1,0,1,1,1,0,0.01875,1,0
62.5,62.5,1,1,1,0,1,1,1,1,4.5,1,0
62.53,62.53,1,1,1,0,0,1,0,0,0.25,1,0
62.79,62.79,1,1,1,0,1,1,0,0,0.211875,1,0
62.89,62.89,1,1,1,0,0,1,0,0,0.4625,0,0
62.95,62.95,1,1,1,0,1,1,0,0,1.49,0,0
62.95,62.95,1,1,1,0,1,0,0,1,2.96,1,0
62.95,62.95,1,1,1,0,1,1,0,0,2.96,0,0
62.96,62.96,1,1,1,0,0,1,0,0,2.96,1,0
79.99,45.99,1,1,1,1,1,1,1,0,92.6,1,0
69.99,55.99,1,3,1,0,1,0,0,0,18.06,0,0
62.99,62.99,0,1,1,0,1,0,0,0,53.1,0,0
62.99,62.99,0,3,1,0,1,1,0,0,16,0,0
62.99,62.99,0,3,1,0,0,0,0,0,0.75,0,0
62.99,62.99,0,3,1,0,0,1,0,0,2,0,0
62.99,62.99,1,1,1,0,0,1,0,0,1.6,1,0
62.99,62.99,1,1,1,0,0,0,0,0,34,1,0
62.99,62.99,1,1,1,0,0,0,0,0,0.3,0,0
62.99,62.99,1,1,1,0,0,0,0,0,1.65625,1,0
62.99,62.99,1,1,1,0,0,0,0,0,11.82,1,0
62.99,62.99,1,1,1,1,0,0,0,0,175,0,0
62.99,62.99,1,1,1,0,0,1,0,0,3.35,0,0
62.99,62.99,1,1,1,0,0,0,0,0,0.05,0,0
62.99,62.99,1,1,1,1,0,0,0,0,0.38,0,0
62.99,62.99,1,1,1,0,0,1,0,0,18,1,0
63,63,1,1,1,0,1,1,1,0,4.9,0,0
76,50,1,1,1,1,0,1,1,1,1.43125,1,0
63.19,63.19,1,1,1,0,0,1,1,0,1.8,0,0
79.88,46.99,1,1,1,1,0,1,1,0,0.85,1,0
69.96,56.92,1,1,1,1,1,1,1,0,11.82,1,0
63.7,63.7,0,1,1,0,1,0,0,0,0.6,0,0
63.89,63.89,1,1,1,0,0,1,1,0,2,0,0
63.9,63.9,1,1,1,0,1,1,0,0,0.75,0,0
63.92,63.92,1,1,1,0,0,1,1,0,0.35,0,0
63.93,63.93,1,1,1,0,1,1,1,0,1.76,0,0
63.95,63.95,1,1,1,1,1,1,0,0,1.76,0,0
63.95,63.95,1,1,1,1,1,1,0,0,18.06,0,0
63.95,63.95,1,1,1,0,0,1,0,0,24.7,0,0
63.98,63.98,0,1,1,0,1,1,1,0,7.2,1,0
63.98,63.98,1,1,1,0,0,1,0,0,0.11875,1,0
63.99,63.99,0,1,1,1,0,0,0,1,1.19,0,0
63.99,63.99,0,3,1,0,0,1,0,0,127,0,0
63.99,63.99,1,1,1,0,0,0,0,0,2,0,0
63.99,63.99,1,1,1,0,0,0,0,0,2,0,0
63.99,63.99,1,1,1,1,0,0,0,0,11.2,1,0
63.99,63.99,1,1,1,0,0,0,0,0,0.01,0,0
63.99,63.99,1,1,1,0,0,0,0,0,6,0,0
63.99,63.99,1,1,1,1,0,0,0,0,2.54,0,0
63.99,63.99,1,1,1,0,1,1,0,0,2,1,0
63.99,63.99,1,1,1,0,0,0,0,0,20.8,0,0
63.99,63.99,1,1,1,1,0,0,0,1,0.23125,1,0
63.99,63.99,1,1,1,1,0,0,0,0,1.3,1,0
63.99,63.99,1,1,1,1,0,0,0,0,1.1,0,0
63.99,63.99,1,1,1,0,0,0,0,0,3,0,0
63.99,63.99,1,1,1,0,1,1,0,0,0.25,0,0
63.99,63.99,1,1,1,1,0,0,0,1,5.8,1,0
63.99,63.99,1,1,1,1,0,0,0,1,1.45,0,0
63.99,63.99,1,1,1,0,0,1,0,0,36,0,0
63.99,63.99,1,1,1,0,0,0,0,0,0.62375,0,0
64,64,1,1,1,1,1,1,0,0,0.83125,0,0
64,64,1,1,1,0,0,1,0,1,25.3,0,0
64,64,1,1,1,1,0,1,0,1,5.8,1,0
64,64,1,1,1,0,1,1,0,0,4.5,0,0
64,64,1,1,1,0,1,1,1,0,79.8,0,0
64,64,1,1,1,0,1,1,0,0,8.6,1,0
64.04,64.04,0,3,1,0,1,0,0,0,0.3,0,0
64.07,64.07,1,1,1,0,1,1,1,0,4.8,0,0
64.09,64.09,1,1,1,0,1,1,1,0,0.05,0,0
64.1,64.1,1,1,1,0,1,1,1,0,2.54,0,0
64.22,64.22,1,1,1,0,0,1,1,0,0.75,0,0
64.35,64.35,0,1,1,0,0,0,0,0,17.9,0,0
64.37,64.37,1,1,1,0,0,1,1,0,4.5,0,0
64.39,64.39,1,1,1,0,0,1,0,0,0.12,1,0
64.49,64.49,0,3,1,0,1,1,0,0,0.01875,0,0
79.99,49,1,1,1,1,1,1,1,1,11.2,1,0
64.5,64.5,0,1,1,0,1,1,0,0,4.5,1,0
64.59,64.59,1,1,1,0,1,1,1,0,0.27125,0,0
64.74,64.74,1,1,1,0,1,1,0,0,25.3,0,0
64.75,64.75,1,1,1,0,0,1,1,0,4,1,0
64.75,64.75,1,1,1,0,0,1,1,0,11.9,0,0
64.75,64.75,1,2,1,0,1,1,0,0,4.5,0,0
64.79,64.79,1,1,1,0,1,1,1,0,0.85,1,0
64.88,64.88,1,1,1,0,0,1,1,0,0.27125,1,0
79.88,49.88,1,1,1,1,0,0,0,0,0.07,1,0
64.89,64.89,1,1,1,0,0,1,1,0,20.7,1,0
64.89,64.89,1,1,1,0,1,0,0,1,6.95,0,0
64.89,64.89,1,1,1,0,1,1,1,0,3.2,0,0
64.9,64.9,1,1,1,0,1,1,0,0,18.85,0,0
79.88,49.99,1,1,1,1,0,1,1,0,0.00875,1,0
64.95,64.95,0,1,1,0,0,0,0,0,1.8,1,0
64.95,64.95,0,3,1,0,0,1,0,0,2,0,0
64.95,64.95,1,1,1,0,1,1,0,0,5.07,0,0
64.95,64.95,1,1,1,0,0,0,0,0,20.7,1,0
64.95,64.95,1,1,1,0,0,1,0,0,1.98,0,0
64.95,64.95,1,1,1,0,0,1,1,0,17.64,0,0
64.95,64.95,1,3,1,0,0,1,0,0,25.3,1,0
64.95,64.95,1,1,1,1,0,1,0,1,0.0625,1,0
64.95,64.95,1,1,1,0,0,1,1,0,4,0,0
64.95,64.95,1,1,1,0,1,1,0,0,5.07,0,0
64.95,64.95,1,1,1,0,1,1,0,0,2.35,1,0
64.95,64.95,1,1,1,0,0,1,0,0,3.8,0,0
64.95,64.95,1,1,1,0,0,1,1,0,24,1,0
64.98,64.98,1,2,1,0,1,1,0,0,0.61875,1,0
64.98,64.98,1,1,1,0,0,1,0,0,0.61875,1,0
64.99,64.99,0,1,1,0,0,0,0,0,0.61875,1,0
64.99,64.99,0,3,1,0,1,1,1,0,0.044375,0,0
64.99,64.99,0,3,1,0,0,0,0,0,16.5,0,0
64.99,64.99,0,1,1,1,0,0,0,0,11,0,0
64.99,64.99,1,1,1,0,0,1,1,0,5.78,1,0
64.99,64.99,1,1,1,0,0,0,0,0,5,0,0
64.99,64.99,1,1,1,0,0,0,0,0,0.71,0,0
64.99,64.99,1,1,1,1,0,0,0,0,3.3,0,0
64.99,64.99,1,1,1,0,0,0,0,0,18.6,1,0
69.99,59.99,1,1,1,1,0,1,1,0,4.96,1,0
64.99,64.99,1,1,1,0,0,0,0,0,5.8,0,0
64.99,64.99,1,1,1,0,0,0,0,0,0.2,1,0
64.99,64.99,1,1,1,0,0,0,0,0,2.4,1,0
69.99,59.99,1,1,1,1,1,1,1,1,6.5,1,0
64.99,64.99,1,1,1,0,0,1,1,0,18.7,0,0
64.99,64.99,1,1,1,0,0,0,0,0,0.71,0,0
64.99,64.99,1,1,1,0,0,0,0,0,48.6,0,0
64.99,64.99,1,1,1,0,0,0,0,0,0.62375,1,0
64.99,64.99,1,1,1,1,1,1,0,0,30.4,1,0
64.99,64.99,1,1,1,0,0,0,0,0,0.5,0,0
64.99,64.99,1,1,1,0,1,1,0,0,6,0,0
64.99,64.99,1,1,1,0,1,1,0,0,2.96,0,0
64.99,64.99,1,1,1,0,0,0,0,0,5.8,0,0
64.99,64.99,1,1,1,0,0,0,0,0,5.8,0,0
64.99,64.99,1,1,1,0,0,0,0,1,0.9259,1,0
64.99,64.99,1,1,1,0,0,1,0,0,1.9,1,0
64.99,64.99,1,1,1,1,0,0,0,0,0.460625,1,0
64.99,64.99,1,1,1,0,0,1,0,0,2.65,1,0
64.99,64.99,1,1,1,1,0,0,0,0,6.9,0,0
64.99,64.99,1,1,1,0,0,1,1,0,0.082,0,0
64.99,64.99,1,1,1,0,0,0,0,0,6.2,0,0
64.99,64.99,1,1,1,0,0,0,0,1,14.7,0,0
64.99,64.99,1,1,1,0,0,0,0,0,5,1,0
64.99,64.99,1,1,1,0,0,0,0,0,0.15,1,0
64.99,64.99,1,1,1,0,0,0,0,0,56.7,1,0
64.99,64.99,1,1,1,0,0,0,0,0,58.9,0,0
64.99,64.99,1,1,1,0,1,1,0,0,58.9,1,0
64.99,64.99,1,1,1,0,0,0,0,1,1.6,0,0
64.99,64.99,1,1,1,0,1,1,1,0,5.7,1,0
64.99,64.99,1,1,1,0,0,0,0,0,1.1,0,0
64.99,64.99,1,1,1,0,0,0,0,0,25.3,1,0
64.99,64.99,1,1,1,0,1,1,1,0,25.3,1,0
64.99,64.99,1,1,1,0,1,1,1,0,3.35,0,0
64.99,64.99,1,1,1,0,0,0,0,0,31.8,0,0
64.99,64.99,1,1,1,0,0,1,0,0,2.2,0,0
64.99,64.99,1,1,1,0,0,1,0,0,1,1,0
64.99,64.99,1,1,1,0,0,1,0,0,0.13,1,0
64.99,64.99,1,1,1,0,0,1,0,0,1,1,0
65,65,0,3,1,1,0,1,0,1,0.07,1,0
65,65,1,1,1,0,1,1,0,0,1.65,1,0
65,65,1,3,1,0,0,0,0,0,2,1,0
65,65,1,1,1,1,0,1,0,1,48.6,0,0
65,65,1,1,1,0,1,1,0,0,2.9,0,0
65,65,1,3,1,0,1,0,0,0,5,0,0
65,65,1,1,1,0,0,1,0,1,3.08,0,0
65,65,1,3,1,0,0,1,0,1,2,0,0
80,50.09,1,1,1,1,1,1,1,0,3,0,0
65.06,65.06,1,1,1,0,1,1,1,0,0.35,0,0
65.19,65.19,1,1,1,0,0,1,1,0,3.4,0,0
65.2,65.2,1,1,1,0,0,1,1,0,4.95,1,0
65.27,65.27,1,1,1,0,0,1,1,0,0.705625,1,0
85,45.61,1,1,1,1,1,1,1,0,1,1,0
65.32,65.32,0,1,2,0,1,1,1,1,1,1,0
65.39,65.39,0,1,1,0,0,0,0,0,0.4,0,0
65.45,65.45,1,1,1,0,0,1,1,0,1,1,0
65.61,65.61,0,1,1,0,0,0,0,0,25.3,0,0
65.7,65.7,0,1,1,0,0,0,0,0,25.3,0,0
65.78,65.78,0,1,1,0,0,0,0,0,1.1,0,0
65.84,65.84,0,1,1,0,0,0,0,0,0.2425,0,0
65.85,65.85,0,1,1,0,0,0,0,0,0.659375,0,0
65.87,65.87,0,1,1,0,0,0,0,0,0.0375,0,0
65.89,65.89,0,3,1,0,1,1,0,1,1.2,1,0
65.89,65.89,1,1,1,0,1,1,0,0,7.69,1,0
68.8,62.99,1,1,1,1,0,1,1,0,0.35,0,0
65.92,65.92,1,1,1,0,0,1,1,0,24,0,0
65.96,65.96,1,1,1,0,1,1,1,1,2,1,0
65.96,65.96,1,1,1,0,1,1,0,0,11,1,0
65.99,65.99,0,1,1,0,0,1,1,0,8,1,0
65.99,65.99,0,3,1,1,1,1,1,0,0.5,1,0
65.99,65.99,1,1,1,0,0,0,0,0,1.22,0,0
65.99,65.99,1,1,1,0,0,0,0,0,0.3,1,0
65.99,65.99,1,1,1,1,0,0,0,0,0.25,1,0
65.99,65.99,1,1,1,0,0,0,0,0,0.4375,1,0
65.99,65.99,1,1,1,0,0,0,0,0,35.5,0,0
65.99,65.99,1,1,1,0,0,0,0,0,92.6,0,0
65.99,65.99,1,1,1,0,0,0,0,0,1.4,1,0
65.99,65.99,1,1,1,1,0,0,0,0,0.71,1,0
65.99,65.99,1,1,1,0,1,1,1,0,0.11875,1,0
65.99,65.99,1,1,1,1,0,0,0,0,1.3,1,0
65.99,65.99,1,1,1,0,0,0,0,1,11.9,0,0
65.99,65.99,1,1,1,1,0,0,0,0,11.7,1,0
65.99,65.99,1,1,1,0,1,1,0,0,20.7,1,0
65.99,65.99,1,1,1,0,1,1,0,0,0.2625,1,0
65.99,65.99,1,1,1,0,0,0,0,0,58.9,0,0
65.99,65.99,1,1,1,0,0,0,0,0,1.19,0,0
65.99,65.99,1,1,1,1,0,1,0,0,1.1,1,0
65.99,65.99,1,1,1,0,1,1,0,0,58.9,1,0
65.99,65.99,1,1,1,0,0,0,0,0,11.82,0,0
65.99,65.99,1,1,1,1,0,0,0,0,3.35,0,0
65.99,65.99,1,1,1,0,0,1,0,0,6.5,1,0
66,66,1,1,1,0,0,1,1,0,54.2,0,0
66,66,1,1,1,0,1,1,0,0,0.9625,1,0
66.13,66.13,1,1,1,0,1,1,0,0,0.5,1,0
66.17,66.17,1,1,1,0,0,1,1,0,11,1,0
66.2,66.2,0,3,1,0,1,1,0,1,44.1,0,0
66.23,66.23,1,1,1,0,0,1,1,0,1.8,1,0
66.25,66.25,0,1,1,0,0,0,0,0,58.9,1,0
68.98,63.93,1,1,1,1,0,1,1,0,1.7637,0,0
66.46,66.46,1,1,1,0,1,1,1,0,8,0,0
66.49,66.49,1,1,1,0,0,0,0,1,3.55,1,0
69,64,1,1,1,1,0,1,1,0,1.1,0,0
66.53,66.53,1,1,1,0,0,1,1,0,92.6,0,0
66.67,66.67,0,1,1,0,1,0,0,0,0.2625,1,0
73.57,59.99,1,1,1,1,0,1,1,0,1.9,1,0
66.79,66.79,0,3,1,1,1,1,0,0,1.2,0,0
66.82,66.82,0,1,1,0,0,0,0,0,0.538125,1,0
66.87,66.87,1,1,1,0,0,1,1,0,0.538125,1,0
66.92,66.92,0,3,1,1,1,1,0,0,2.1,0,0
66.92,66.92,1,1,1,0,1,1,0,0,3.1,1,0
66.98,66.98,1,1,1,0,0,0,0,0,11,0,0
66.98,66.98,1,1,1,0,0,0,0,0,19.8,0,0
66.99,66.99,1,1,1,0,0,0,0,0,3.7,0,0
66.99,66.99,1,1,1,1,0,0,0,0,1.6,1,0
66.99,66.99,1,1,1,0,1,1,0,0,2.9,0,0
66.99,66.99,1,1,1,0,1,1,1,0,0.659375,0,0
66.99,66.99,1,1,1,0,0,0,0,0,3.35,0,0
66.99,66.99,1,1,1,0,1,1,0,0,6.9,0,0
66.99,66.99,1,1,1,0,0,0,0,0,0.71,0,0
66.99,66.99,1,1,1,0,0,0,0,0,58.9,1,0
66.99,66.99,1,1,1,1,0,0,0,0,75.2,1,0
66.99,66.99,1,1,1,1,0,0,0,0,58.9,0,0
